name,category,count,japanese_name
lily_black,4,807,
muto_yugi,4,1036,
sakuragi_hanamichi,4,810,
yuna_(ff10),4,1156,
metroid_(creature),4,912,
bardiche_(nanoha),4,2053,
alice_carroll,4,673,
ichinose_kotomi,4,783,
graf_eisen,4,623,
fate_testarossa_(lightning_form),4,637,
shamal,4,645,
slime_(dragon_quest),4,1647,
kusugawa_sasara,4,701,
megaman.exe,4,803,
iggy_(jojo),4,710,
magical_ruby,4,1308,
kazama_jin,4,662,
tear_grants,4,900,
akagi_shigeru,4,851,
reinforce,4,763,
barret_wallace,4,730,
puru_two,4,732,
blastoise,4,795,
schwertkreuz,4,612,
jasmine_(pokemon),4,792,
kurugaya_yuiko,4,631,
luke_fon_fabre,4,849,
mazaki_anzu,4,667,
higurashi_kagome,4,796,
sheik,4,799,
brock_(pokemon),4,723,
toad_(mario),4,781,
tron_bonne_(mega_man),4,1075,
asamiya_athena,4,758,
testament_(guilty_gear),4,658,
videl,4,896,
princess_of_moonbrook,4,909,
backbeako_(torotei),4,1842,
miles_edgeworth,4,1047,
trunks_(future)_(dragon_ball),4,686,
arle_nadja,4,1299,
priest_(dq3),4,862,
chen_(cat),4,740,
amuro_ray,4,896,
terry_bogard,4,822,
sun_wukong,4,693,
piranha_plant,4,683,
kamille_bidan,4,822,
shampoo_(ranma_1/2),4,2310,
kairi_(kingdom_hearts),4,977,
yagami_taichi,4,869,
ampharos,4,846,
big_bad_wolf,4,709,
zangief,4,667,
haibara_ai,4,877,
misaka_imouto,4,1082,
amaterasu_(ookami),4,671,
guts_(berserk),4,1294,
kanzuki_karin,4,722,
puyo_(puyopuyo),4,815,
ralts,4,1214,
sairenji_haruna,4,650,
miyako_(hidamari_sketch),4,869,
wolverine_(x-men),4,1984,
kuririn,4,835,
godzilla,4,1437,
assassin_cross_(ragnarok_online),4,1313,
togepi,4,946,
himemiya_anthy,4,667,
son_goten,4,732,
franky_(one_piece),4,895,
zero(z)_(mega_man),4,1179,
x_(mega_man),4,1741,
fairy_leviathan_(mega_man),4,861,
vergil_(devil_may_cry),4,1285,
roxas,4,1067,
aile_(mega_man_zx),4,1673,
ninian_(fire_emblem),4,641,
batman,4,1006,
shermie_(kof),4,641,
tendou_akane,4,1633,
kaiba_seto,4,853,
yami_yugi,4,836,
rinoa_heartilly,4,782,
garnet_til_alexandros_xvii,4,1369,
ashley_graham,4,812,
lucas_(mother_3),4,943,
inuyasha_(character),4,888,
jack_frost_(megami_tensei),4,737,
iori_junpei,4,773,
player_character_(wow),4,862,
pit_(kid_icarus),4,1875,
sanada_akihiko,4,1020,
pan_(dragon_ball),4,1035,
poison_(final_fight),4,775,
elizabeth_(persona),4,671,
yellow_pikmin,4,1113,
ada_wong,4,942,
pichu,4,1483,
solid_snake,4,879,
lili_(tekken),4,983,
navi,4,755,
yagami_hikari,4,928,
luvdisc,4,725,
euphemia_li_britannia,4,687,
crocodile_(one_piece),4,904,
typhlosion,4,807,
nunnally_vi_britannia,4,697,
gasai_yuno,4,753,
froslass,4,731,
frankenstein's_monster,4,714,
ashley_(warioware),4,852,
caro_ru_lushe,4,623,
wario,4,820,
adeptus_astartes,4,951,
franziska_von_karma,4,757,
hinamori_amu,4,809,
mudkip,4,1386,
matou_sakura_(fate/zero),4,801,
inami_mahiru,4,730,
taneshima_popura,4,1070,
edogawa_conan,4,1094,
harley_quinn,4,1010,
yumehara_nozomi,4,1173,
kawashima_ami,4,713,
akimoto_komachi,4,659,
oddish,4,828,
brook_(one_piece),4,918,
kasugano_urara_(yes!_precure_5),4,671,
larcei_(fire_emblem),4,1065,
cure_dream,4,679,
angewomon,4,976,
boota_(ttgl),4,716,
hei_(darker_than_black),4,654,
ushiromiya_maria,4,1072,
shannon_(umineko),4,670,
itoshiki_nozomu,4,706,
kayneth_el-melloi_archibald,4,974,
natsume_kyousuke,4,820,
setsuna_f._seiei,4,776,
tieria_erde,4,955,
ushiromiya_jessica,4,884,
prosciutto,4,0,
leone_abbacchio,4,835,
risotto_nero,4,671,
master_(vocaloid),4,720,
celica_(fire_emblem),4,1019,
seliph_(fire_emblem),4,1255,
buneary,4,745,
mia_(fire_emblem),4,841,
haunter,4,868,
wooper,4,903,
feldt_grace,4,698,
kotegawa_yui,4,835,
russia_(hetalia),4,1437,
tails_(sonic),4,1398,
sin_sack,4,643,
lugia,4,907,
saotome_alto,4,979,
gogeta,4,1145,
vegetto,4,847,
anna_(fire_emblem),4,697,
courtney_(pokemon),4,744,
yoshi,4,938,
marill,4,960,
vulpix,4,981,
blue_pikmin,4,1037,
purple_pikmin,4,774,
jin_kisaragi,4,855,
gyarados,4,745,
magikarp,4,951,
meta_knight,4,1429,
mismagius,4,905,
yellow_(pokemon),4,1084,
aisha_landar,4,1142,
yuki_judai,4,1852,
giratina,4,894,
erza_scarlet,4,1065,
klan_klein,4,648,
turtwig,4,806,
gallade,4,1456,
selvaria_bles,4,710,
momo_velia_deviluke,4,1139,
takasu_ryuuji,4,686,
china_(hetalia),4,1169,
france_(hetalia),4,1042,
japan_(hetalia),4,1595,
prussia_(hetalia),4,819,
united_kingdom_(hetalia),4,1798,
blaziken,4,836,
captain_america,4,870,
arcanine,4,911,
treecko,4,821,
female_assassin_(fate/zero),4,745,
riliane_lucifen_d'autriche,4,677,
mawile,4,1150,
knuckles_the_echidna,4,1061,
vanilla_(nekopara),4,759,
swablu,4,917,
izayoi_aki,4,1217,
fudo_yusei,4,1225,
celebi,4,976,
miyu_edelfelt_(magical_girl),4,920,
rouge_the_bat,4,1646,
shaymin,4,948,
judith_(tales),4,659,
adachi_tooru,4,869,
banette,4,691,
chikorita,4,1493,
furret,4,1100,
ho-oh,4,766,
latios,4,1011,
rayquaza,4,808,
riolu,4,873,
totodile,4,1161,
raven_(dc),4,1497,
deadpool,4,1823,
raven_(tales),4,635,
tanamachi_kaoru,4,741,
xion_(kingdom_hearts),4,695,
diavolo,4,943,
lisa_lisa,4,657,
hanna-justina_marseille,4,633,
ciel_phantomhive,4,972,
yamada_aoi,4,705,
aqua_(kingdom_hearts),4,740,
fukuji_mihoko,4,666,
wii_fit_trainer,4,673,
wii_fit_trainer_(female),4,648,
kazemaru_ichirouta,4,675,
utane_uta,4,983,
iron_man,4,784,
tony_stark,4,882,
noctis_lucis_caelum,4,832,
eas_(fresh_precure!),4,679,
noi_(dorohedoro),4,734,
steve_rogers,4,938,
manabe_nodoka,4,1020,
donquixote_doflamingo,4,934,
araragi_karen,4,1090,
mizutani_eri,4,652,
suzuki_jun,4,664,
chloe_von_einzbern_(archer_install),4,759,
black_hanekawa,4,761,
himejima_akeno,4,1192,
kobayakawa_rinko,4,687,
shiina_mayuri,4,1034,
samson_(skullgirls),4,781,
afuro_terumi,4,676,
y'shtola_rhul,4,1360,
sorcerer_(ragnarok_online),4,1017,
kaai_yuki,4,932,
ononoki_yotsugi,4,1038,
aioi_yuuko,4,665,
naganohara_mio,4,816,
strength_(black_rock_shooter),4,662,
otonashi_yuzuru,4,719,
orihara_izaya,4,831,
sonohara_anri,4,669,
mikazuki_yozora,4,664,
zorua,4,943,
totooria_helmold,4,664,
valentine_(skullgirls),4,631,
jacket_girl_(dipp),4,1017,
reshiram,4,872,
leafa_(sao),4,1742,
cheren_(pokemon),4,1311,
sabo_(one_piece),4,938,
shulk_(xenoblade),4,732,
lucas_lee,4,652,
emolga,4,854,
lilligant,4,699,
whimsicott,4,770,
serperior,4,804,
grimsley_(pokemon),4,652,
kneesocks_(psg),4,948,
akemi_homura_(magical_girl),4,12344,
kaname_madoka_(magical_girl),4,9620,
kosaka_honoka,4,5094,
miki_sayaka_(magical_girl),4,8171,
tomoe_mami_(magical_girl),4,8688,
cure_melody,4,1055,
jude_mathis,4,698,
miss_fortune_(league_of_legends),4,711,
sakura_kyoko_(magical_girl),4,6714,
kujou_karen,4,1112,
matsukaze_tenma,4,662,
creeper,4,833,
morgiana,4,664,
tojo_nozomi,4,7480,
ikaruga_(senran_kagura),4,798,
hibari_(senran_kagura),4,699,
yuuki_(sao),4,1222,
amazon_(dragon's_crown),4,706,
higashikata_josuke_(jojolion),4,803,
kitten_(gravity_daze),4,772,
seeu,4,708,
mizuki_yukikaze,4,678,
saber_alter_(third_ascension),4,871,
riven_(league_of_legends),4,735,
magolor,4,833,
miia_(monster_musume),4,1161,
squigly_(skullgirls),4,674,
cure_happy,4,1072,
cure_march,4,1041,
annie_leonhart,4,1113,
sasha_blouse,4,677,
ryuzaki_kaoru,4,1350,
takafuji_kako,4,681,
kohinata_miho,4,1101,
mukai_takumi,4,1043,
ogata_chieri,4,1087,
luo_tianyi,4,852,
kisaragi_momo,4,673,
lulu_(league_of_legends),4,1035,
dark_pit,4,804,
nowi_(fire_emblem),4,738,
konoha_(kagerou_project),4,630,
mai_natsume,4,628,
morgan_(fire_emblem),4,0,
dekomori_sanae,4,693,
kuzuryu_fuyuhiko,4,693,
pekoyama_peko,4,867,
soda_kazuichi,4,921,
tanaka_gundham,4,898,
amuro_tooru,4,832,
villager_(animal_crossing),4,890,
caesar_(girls_und_panzer),4,648,
sawa_azusa,4,1160,
yamagou_ayumi,4,692,
sakaguchi_karina,4,690,
rukuriri_(girls_und_panzer),4,734,
kitashirakawa_tamako,4,1038,
yotsuba_alice,4,1029,
kiriya_aoi,4,1218,
mordred_(memories_at_trifas)_(fate),4,1326,
hoshino_(girls_und_panzer),4,811,
hori_yuko,4,640,
sieg_(fate),4,1333,
nakatani_iku,4,681,
kousaka_umi,4,736,
shimabara_elena,4,675,
baba_konomi,4,660,
hans_christian_andersen_(fate),4,731,
hikigaya_hachiman,4,665,
kasuga_mirai,4,911,
nanao_yuriko,4,1242,
suzukaze_aoba,4,1076,
rean_schwarzer,4,771,
super_pochaco,4,661,
sanageyama_uzu,4,1048,
kitakami_kai_ni_(kancolle),4,1140,
ooi_kai_ni_(kancolle),4,934,
reg_(made_in_abyss),4,888,
miss_cloud,4,985,
chi-class_torpedo_cruiser,4,634,
dedenne,4,872,
pyrrha_nikos,4,695,
kiana_kaslana,4,5905,
shimakaze-kun,4,666,
naka_kai_ni_(kancolle),4,989,
goomy,4,939,
yunyun_(konosuba),4,1423,
marie_rose,4,1102,
shirayuki_hime,4,1045,
kiso_kai_ni_(kancolle),4,1416,
akitsu_maru_kai_(kancolle),4,1165,
ozora_akari,4,671,
houlen_yabusame,4,757,
enraku_tsubakura,4,883,
kamio_reiji_(yua),4,635,
tone_kai_ni_(kancolle),4,877,
jibril_(no_game_no_life),4,686,
osaka_shizuku,4,2343,
benikurage_(cookie),4,786,
hiiragi_yuzu,4,679,
ozymandias_(fate),4,698,
igarashi_kyou_(eroe),4,696,
ryuuhou_(kancolle),4,635,
galko,4,708,
kaizuka_inaho,4,640,
rudeus_greyrat,4,845,
mash_kyrielight_(demi-servant),4,3401,
lisia_(pokemon),4,719,
flower_(vocaloid),4,966,
danua,4,1044,
uraraka_ochaco,4,4761,
jiro_kyoka,4,1519,
aizawa_shota,4,696,
yuuki_yuuna,4,719,
uchiha_sarada,4,826,
tennouboshi_uzume,4,703,
agent_3_(splatoon),4,1098,
genji_(overwatch),4,718,
destroyer_princess,4,634,
todoroki_shoto,4,2392,
kirishima_eijiro,4,848,
hagakure_toru,4,1018,
tomori_nao,4,757,
yamagumo_(kancolle),4,1109,
honoka_(doa),4,744,
horikawa_kunihiro,4,1039,
all_might,4,697,
sayo_samonji,4,640,
chilchuck_tims,4,1688,
laios_touden,4,3004,
lyria_(granblue_fantasy),4,1113,
yui_(princess_connect!),4,1180,
plain_doll,4,778,
leo_(fire_emblem_fates),4,752,
sakura_(fire_emblem),4,914,
clarisse_(granblue_fantasy),4,1062,
sakurajima_mai,4,1266,
mutsuki_kai_ni_(kancolle),4,980,
flower_(vocaloid4),4,695,
akitsushima_(kancolle),4,1060,
charlotta_(granblue_fantasy),4,691,
kasaki_nozomi,4,1176,
jack-o'_valentine,4,1255,
velvet_crowe,4,731,
murata_himeko,4,1257,
tiffy_(nottytiffy),4,642,
rimuru_tempest,4,1246,
ophelia_(fire_emblem),4,809,
sophie_neuenmuller,4,763,
yae_sakura_(gyakushinn_miko),4,760,
tamamo_cat_(third_ascension)_(fate),4,729,
senshi_(dungeon_meshi),4,2270,
kindred_(league_of_legends),4,872,
lamb_(league_of_legends),4,857,
sans_(undertale),4,1813,
koito_yuu,4,744,
nanami_touko,4,705,
zuikaku_kai_ni_(kancolle),4,851,
clara_(girls_und_panzer),4,676,
izutsumi,4,1078,
kar98k_(girls'_frontline),4,683,
reigen_arataka,4,1005,
lion_(kemono_friends),4,1062,
mp40_(girls'_frontline),4,702,
falin_touden,4,3292,
falin_touden_(tallman),4,1691,
tsuji_renta,4,636,
cu_chulainn_alter_(fate),4,1158,
arashio_kai_ni_(kancolle),4,718,
white_blood_cell_(hataraku_saibou),4,635,
soldier:_76_(overwatch),4,751,
akechi_gorou,4,1196,
tokisaki_mio_(niliu_chahui),4,777,
nyon_(cookie),4,881,
lilith_(machikado_mazoku),4,703,
grizzly_mkv_(girls'_frontline),4,734,
echidna_(re:zero),4,744,
ichigaya_arisa,4,768,
lancelot_(fate/grand_order),4,734,
primarina,4,899,
z3_max_schultz_(swimsuit_mode)_(kancolle),4,0,
minazuki_(kancolle),4,681,
martha_(swimsuit_ruler)_(fate),4,748,
ots-14_(girls'_frontline),4,957,
king_hassan_(fate),4,1112,
aether_foundation_employee,4,722,
lycanroc,4,766,
kawakami_sadayo,4,901,
uranami_(kancolle),4,617,
gokuhara_gonta,4,962,
shirogane_tsumugi,4,1001,
tojo_kirumi,4,923,
hoshi_ryoma,4,739,
shinguji_korekiyo,4,730,
kiana_kaslana_(white_comet),4,657,
hashibira_inosuke,4,695,
yuri_plisetsky,4,1001,
sombra_(overwatch),4,736,
touhoku_itako,4,730,
elma_(maidragon),4,678,
quetzalcoatl_(fate),4,724,
tiamat_(fate),4,906,
welrod_mkii_(girls'_frontline),4,644,
merlin_(fate/prototype),4,1286,
miyamoto_musashi_(third_ascension)_(fate),4,698,
female_commander_(girls'_frontline),4,771,
ro635_(girls'_frontline),4,1339,
mipha,4,659,
octoling_boy,4,1128,
nikki_(nikki),4,2626,
ilulu_(maidragon),4,1344,
royal_penguin_(kemono_friends),4,651,
cellien_(kemono_friends),4,663,
saber_alter_(ver._shinjuku_1999),4,1007,
james_moriarty_(archer)_(fate),4,714,
brown_long-eared_bat_(kemono_friends),4,979,
coyote_(kemono_friends),4,805,
sandalphon_(granblue_fantasy),4,1192,
purah,4,1298,
suzuya_kai_ni_(kancolle),4,1352,
spas-12_(girls'_frontline),4,912,
lana's_mother_(pokemon),4,756,
sakata_nemuno,4,839,
hado_nejire,4,1132,
tennoji_rina,4,2211,
yuki_setsuna,4,3081,
shiraishi_tsumugi,4,792,
hood_(azur_lane),4,692,
ping_hai_(azur_lane),4,636,
kallen_kaslana,4,728,
iino_miko,4,870,
ange_(princess_principal),4,625,
dsr-50_(girls'_frontline),4,627,
smallfry_(splatoon),4,797,
admiral_hipper_(azur_lane),4,648,
deutschland_(azur_lane),4,674,
z46_(azur_lane),4,621,
faputa,4,690,
hatakaze_(kancolle),4,658,
atago_(summer_march)_(azur_lane),4,656,
liskarm_(arknights),4,793,
ichigo_(darling_in_the_franxx),4,1048,
dennou_shoujo_siro,4,679,
senko_(sewayaki_kitsune_no_senko-san),4,733,
florence_nightingale_(trick_or_treatment)_(fate),4,1155,
morag_ladair_(xenoblade),4,653,
nono_hana,4,684,
yakushiji_saaya,4,642,
circe_(fate),4,705,
ayanami_(retrofit)_(azur_lane),4,1018,
kadoc_zemlupus,4,858,
hiburi_(kancolle),4,643,
oryou_(fate),4,647,
franka_(arknights),4,821,
murasame_kai_ni_(kancolle),4,1359,
tsukishima_hajime,4,750,
majin_android_21,4,886,
nekomusume_(gegege_no_kitarou_6),4,1057,
captain_(honkai_impact),4,1119,
kabru,4,1708,
koito_otonoshin,4,685,
yukoku_kiriko,4,1285,
kai'sa,4,661,
yuuki_(princess_connect!),4,1139,
higuchi_kaede_(1st_costume),4,858,
a-chan_(hololive),4,897,
agent_8_(splatoon),4,1401,
kyoka_(princess_connect!),4,1353,
mdr_(girls'_frontline),4,777,
mononobe_alice,4,619,
daiba_nana,4,887,
saijou_claudine,4,1145,
tendou_maya,4,1131,
kenmochi_touya,4,1144,
inari_one_(umamusume),4,728,
sweep_tosho_(umamusume),4,1467,
friedrich_der_grosse_(azur_lane),4,747,
ghislaine_dedoldia,4,806,
tokino_sora_(1st_costume),4,667,
sister_claire_(1st_costume),4,686,
talulah_(arknights),4,834,
rengoku_kyoujurou,4,1171,
kiana_kaslana_(herrscher_of_the_void),4,745,
dimitri_alexandre_blaiddyd,4,3065,
dokibird_(vtuber),4,0,
pecorine_(summer)_(princess_connect!),4,617,
broly_(dragon_ball_super),4,663,
protagonist_3_(housamo),4,1146,
sasaki_saku_(1st_costume),4,799,
massachusetts_(azur_lane),4,664,
shiina_yuika_(1st_costume),4,841,
kuzuha_(nijisanji),4,1746,
aki_rosenthal,4,1352,
yuzuki_choco_(1st_costume),4,823,
kurokami_fubuki,4,902,
taihou_(forbidden_fruit)_(azur_lane),4,795,
mizuhara_chizuru,4,744,
peni_parker,4,841,
suou_patra,4,923,
kris_(deltarune),4,2593,
p90_(girls'_frontline),4,778,
captain_nemo_(fate),4,733,
mythra_(massive_melee)_(xenoblade),4,767,
jingwei_(bird),4,750,
gummy_(arknights),4,648,
amagi_(azur_lane),4,1269,
beni-enma,4,737,
hoshino_hinata,4,660,
hoshino_miyako_(wataten),4,663,
shirosaki_hana,4,695,
durandal_(honkai_impact),4,1048,
dorothea_arnault,4,1361,
kurosaki_chitose,4,701,
shigure_ui_(vtuber)_(1st_costume),4,885,
meowy_(chainsaw_man),4,641,
ange_katrina_(1st_costume),4,1053,
sebastian_piyodore,4,982,
rozaliya_olenyeva,4,873,
rapi_(nikke),4,1912,
shimakaze_(azur_lane),4,690,
pramanix_(arknights),4,1170,
felix_hugo_fraldarius,4,967,
texas_(winter_messenger)_(arknights),4,652,
okkotsu_yuuta,4,815,
zen'in_maki,4,903,
octane_(apex_legends),4,750,
warfarin_(arknights),4,818,
sylvain_jose_gautier,4,995,
emet-selch,4,744,
g'raha_tia,4,1143,
hakase_fuyuki,4,789,
35p_(sakura_miko),4,1174,
enlightened_byleth_(female),4,0,
ars_almal,4,677,
miyamoto_musashi_(swimsuit_berserker)_(second_ascension)_(fate),4,1257,
shirogane_noel_(1st_costume),4,1163,
laundry_dragonmaid,4,904,
meltryllis_(swimsuit_lancer)_(first_ascension)_(fate),4,1188,
artoria_pendragon_(swimsuit_ruler)_(first_ascension)_(fate),4,1521,
nekomata_okayu_(casual),4,0,
falin_touden_(chimera),4,1176,
bache_(azur_lane),4,755,
employee_(project_moon),4,1523,
nugget_(project_moon),4,1694,
kroos_(arknights),4,695,
astesia_(arknights),4,770,
ichikawa_kyoutarou,4,854,
captain_(kemono_friends),4,1401,
charlie_morningstar,4,875,
hoshikawa_sara_(1st_costume),4,694,
hiiragi_utena,4,1095,
magia_baiser,4,889,
pine_(bombergirl),4,662,
ichinose_uruha,4,1093,
hatterene,4,855,
hoshino_ichika_(project_sekai),4,975,
hanasato_minori,4,1133,
inteleon,4,783,
melony_(pokemon),4,913,
okunoda_miyoi,4,764,
liv_(pgr),4,757,
shirayuki_tomoe,4,936,
reed_(arknights),4,1270,
lucia_(pgr),4,1211,
noshiro_(azur_lane),4,766,
ookami_mio_(casual),4,0,
hanadera_nodoka,4,776,
himemori_luna_(1st_costume),4,696,
mithrun,4,2178,
hung_(arknights),4,976,
ak-15_(girls'_frontline),4,894,
klara_(pokemon),4,873,
xiao_wu_(douluo_dalu),4,629,
fu_hua_(azure_empyrea),4,880,
takasaki_yu,4,2435,
furen_e_lustario,4,1167,
damian_desmond,4,1393,
pamiat_merkuria_(azur_lane),4,686,
tashkent_(azur_lane),4,712,
utage_(arknights),4,1440,
shibuya_kanon,4,2161,
kojo_anna,4,618,
bond_(spy_x_family),4,807,
ayunda_risu,4,1039,
airani_iofifteen,4,849,
shamare_(arknights),4,725,
tenma_saki,4,1109,
yoisaki_kanade,4,2032,
leona_kingscholar,4,745,
floyd_leech,4,1404,
jade_leech,4,1092,
theresa_(arknights),4,1209,
kiritani_haruka,4,1039,
kusanagi_nene,4,1620,
kamishiro_rui,4,1445,
azusawa_kohane,4,1260,
shiraishi_an,4,1342,
lappland_(refined_horrormare)_(arknights),4,827,
lin_(arknights),4,806,
minami_yume,4,734,
yuu_(twisted_wonderland),4,921,
arashi_chisato,4,1242,
hazuki_ren,4,966,
lucifer_morningstar_(hazbin_hotel),4,872,
anisphia_wynn_palettia,4,1013,
euphyllia_magenta,4,953,
cerberus_(helltaker),4,1083,
azazel_(helltaker),4,748,
judgement_(helltaker),4,770,
malina_(helltaker),4,755,
isekaijoucho,4,2188,
nobeta,4,808,
luo_xiaohei_(human),4,680,
jingei_(kancolle),4,1229,
byleth_(female)_(summer)_(fire_emblem),4,0,
hornet_(kancolle),4,1254,
clumsy_nun_(diva),4,1293,
airi_(blue_archive),4,1671,
ayane_(blue_archive),4,1443,
chinatsu_(blue_archive),4,904,
hare_(blue_archive),4,1190,
kirara_(blue_archive),4,1464,
yoshimi_(blue_archive),4,1999,
ironmouse,4,807,
thorns_(arknights),4,882,
baron_bunny_(genshin_impact),4,708,
sessyoin_kiara_(swimsuit_mooncancer),4,0,
shiranui_flare_(1st_costume),4,697,
crewmate_(among_us),4,1318,
ao-chan_(ninomae_ina'nis),4,751,
kashino_(hot_springs_relaxation)_(azur_lane),4,684,
sora_(blue_archive),4,874,
clive_rosfield,4,963,
haruka_(blue_archive),4,2291,
oz_(genshin_impact),4,637,
momosuzu_nene_(1st_costume),4,764,
bennett_(genshin_impact),4,916,
himmel_(sousou_no_frieren),4,1632,
texas_(willpower)_(arknights),4,901,
smol_ame,4,754,
ame-chan_(needy_girl_overdose),4,2273,
zhong_lanzhu,4,1138,
hoshimachi_suisei_(casual),4,1129,
mia_taylor,4,952,
signora_(genshin_impact),4,842,
toudou_aoi_(jujutsu_kaisen),4,732,
tachibana_hinano_(vtuber),4,0,
fushiguro_touji,4,1031,
anya_melfissa,4,901,
pavolia_reine,4,1581,
yaoyao_(genshin_impact),4,795,
ibuki_douji_(fate),4,759,
pekomama,4,1892,
kanou_aogu,4,1360,
nayuta_(chainsaw_man),4,842,
natsuumi_manatsu,4,731,
atou_haruki,4,2200,
roland_(project_moon),4,969,
niko_(blue_archive),4,840,
aubrey_(faraway)_(omori),4,2263,
fallenshadow,4,781,
lokulo-chan_(lokulo_no_mawashimono),4,687,
hero_(headspace)_(omori),4,1139,
hero_(omori),4,2291,
kotori_(blue_archive),4,970,
hanae_(blue_archive),4,735,
mashiro_(blue_archive),4,702,
houjou_tokiyuki_(nige_jouzu_no_wakagimi),4,1169,
chando_(ado),4,2421,
chise_(blue_archive),4,971,
rin_(blue_archive),4,858,
omori_(omori),4,3017,
alisa_mikhailovna_kujou,4,1135,
basil_(faraway)_(omori),4,3293,
daitaku_helios_(umamusume),4,1920,
miyagawa_takane,4,881,
kurokawa_akane,4,1002,
hoshino_ai,4,2196,
hiyori_(blue_archive),4,1364,
makoto_(blue_archive),4,891,
misaki_(blue_archive),4,1224,
aketa_mikoto,4,870,
nanakusa_nichika,4,973,
t-head_trainer_(umamusume),4,2707,
ikaruga_luca,4,839,
kel_(headspace)_(omori),4,1166,
kel_(omori),4,2954,
female_trainer_(umamusume),4,1029,
ssrb_(shishiro_botan),4,790,
hina_(pajamas)_(blue_archive),4,921,
ninomae_ina'nis_(casual),4,685,
something_(omori),4,1151,
elira_pendora_(1st_costume),4,637,
rosemi_lovelock,4,846,
venat_(ff14),4,1016,
basil_(headspace)_(omori),4,1915,
hero_(faraway)_(omori),4,1173,
mari_(faraway)_(omori),4,1353,
mari_(omori),4,2873,
new_jersey_(azur_lane),4,1386,
sukonbu_(shirakami_fubuki),4,810,
aubrey_(headspace)_(omori),4,1375,
august_von_parseval_(azur_lane),4,717,
hoshino_(first_year)_(blue_archive),4,976,
kiana_kaslana_(herrscher_of_flamescion),4,946,
hifumi_(swimsuit)_(blue_archive),4,874,
elysia_(miss_pink_elf)_(honkai_impact),4,3028,
yanami_anna,4,1163,
kson,4,693,
galleon_(granblue_fantasy),4,848,
mobius_(honkai_impact),4,1409,
isoi_reiji,4,1705,
utsugi_noriyuki,4,3660,
yakumo_beni,4,823,
takakura_ken_(dandadan),4,2268,
cernunnos_(fate),4,508,
kaede_(blue_archive),4,942,
ceres_fauna_(1st_costume),4,1498,
tsukumo_sana_(1st_costume),4,777,
mari_(headspace)_(omori),4,1298,
kirino_(blue_archive),4,1086,
ayase_momo,4,3036,
shishiro_botan_(button-down),4,637,
yae_miko_(fox),4,854,
kama_(swimsuit_avenger)_(fate),4,0,
fubuki_(blue_archive),4,1675,
scaramouche_(kabukimono)_(genshin_impact),4,1662,
kel_(faraway)_(omori),4,1865,
aizawa_ema,4,898,
funada_kiito,4,917,
reimu_endou,4,681,
enna_alouette,4,1378,
nina_kosaka,4,671,
millie_parfait,4,863,
march_7th_(preservation)_(honkai:_star_rail),4,3256,
arataki_itto,4,1362,
female_sensei_(blue_archive),4,1233,
dan_heng_(hunt)_(honkai:_star_rail),4,1092,
justice_task_force_member_(blue_archive),4,1949,
