tag_id,name,category,count,japanese_name
660909,cowboy_shot,0,438408,カウボーイショット
13804,earrings,0,434737,イヤリング
513837,greyscale,0,432002,グレースケール
6539,bikini,0,426322,ビキニ
4569,sweat,0,425602,汗
5403,red_hair,0,424264,赤毛
2365,nude,0,422321,ヌード
383282,pleated_skirt,0,416655,プリーツスカート
465265,small_breasts,0,413326,小さい胸
194013,frills,0,401738,フリル
2376,hairband,0,397872,ヘアバンド
664375,parted_lips,0,396122,唇を離した
4352,censored,0,388593,検閲済み
5827,boots,0,384723,ブーツ
375669,open_clothes,0,384414,オープンな服
301022,lying,0,380092,嘘をつく
2785,horns,0,374048,角
6054,teeth,0,370407,歯
568656,multiple_boys,0,367969,複数の男の子
2866,wings,0,366146,翼
1575,food,0,362486,食べ物
384774,necktie,0,360748,ネクタイ
461042,one_eye_closed,0,359739,片目を閉じた
387884,detached_sleeves,0,358429,取り外し可能な袖
406,sky,0,357335,空
4190,penis,0,346918,陰茎
3985,shorts,0,345909,ショートパンツ
8388,green_hair,0,345032,緑髪
1707,japanese_clothes,0,344888,日本の服
8672,shoes,0,343802,靴
400314,sleeveless,0,341431,ノースリーブ
474820,black_gloves,0,331176,黒い手袋
431446,alternate_costume,0,330775,代替衣装
478849,collared_shirt,0,321941,襟付きシャツ
4025,choker,0,320504,チョーカー
11826,barefoot,0,316857,裸足
4378,pussy,0,313579,プッシー
1731,socks,0,309931,ソックス
6532,glasses,0,309385,眼鏡
10863,tongue,0,309295,舌
15522,pointy_ears,0,307225,尖った耳
931006,solo_focus,0,304477,ソロフォーカス
10926,pants,0,303036,ズボン
435324,day,0,294620,日
1407561,virtual_youtuber,0,287601,バーチャルYouTuber
268819,serafuku,0,285501,セーラー服
375171,indoors,0,281809,屋内
581144,puffy_sleeves,0,281250,パフィースリーブ
657955,artist_name,0,280968,アーティスト名
2646,hairclip,0,280648,ヘアクリップ
426781,medium_hair,0,273659,ミディアムヘア
9864,belt,0,271864,ベルト
1793,fang,0,269175,牙
455880,black_thighhighs,0,266928,黒のニーソックス
539367,hand_up,0,265393,手を上げる
10228,elbow_gloves,0,265300,肘手袋
9843,midriff,0,258987,腹部
410129,looking_back,0,245547,振り返る
464549,cloud,0,244228,雲
474821,white_gloves,0,242027,白手袋
411263,signature,0,238587,サイン
11628,bowtie,0,236148,ちょうネクタイ
5948,hood,0,235850,フード
401228,sword,0,235273,剣
374628,black_skirt,0,233282,黒いスカート
71730,dark_skin,0,233165,黒い肌
449194,2boys,0,232894,2人の男の子
72,cat_ears,0,232052,猫耳
537684,blunt_bangs,0,230036,鈍い前髪
400123,hair_flower,0,229731,ヘアフラワー
1515536,official_alternate_costume,0,225665,公式代替衣装
502710,tongue_out,0,225097,舌を出す
2357,sex,0,224302,セックス
16252,spread_legs,0,220686,脚を広げる
16750,pink_eyes,0,219657,ピンクの目
389378,sailor_collar,0,218314,セーラーカラー
394970,wide_sleeves,0,217852,ワイドスリーブ
9168,miniskirt,0,216954,ミニスカート
467104,stomach,0,216728,胃
375020,fingerless_gloves,0,215557,指なし手袋
1842,cum,0,214632,精液
401481,on_back,0,214058,背中側
6010,tears,0,212598,涙
659098,black_footwear,0,212435,黒い靴
632214,grey_background,0,211830,グレー背景
399836,3girls,0,210649,3人の女の子
5576,armpits,0,207204,脇の下
1254363,twitter_username,0,204487,twitter_ユーザー名
445,kimono,0,203282,着物
14620,white_dress,0,200841,白いドレス
670071,holding_weapon,0,199609,武器を持っている
375229,off_shoulder,0,198797,オフショルダー
4068,necklace,0,198325,ネックレス
491647,striped_clothes,0,198065,ストライプの服
454933,hair_bun,0,196126,ヘアバン
102962,nail_polish,0,194099,ネイルポリッシュ
234192,from_behind,0,194007,後ろから
656624,star_(symbol),0,193728,星_(シンボル)
4019,mole,0,193676,ほくろ
641577,looking_at_another,0,193341,他人を見ている
1573,water,0,192003,水
399541,hair_over_one_eye,0,191524,片方の目に髪の毛がかかっている
4333,bag,0,189775,バッグ
465583,rabbit_ears,0,189631,ウサギの耳
1747,chibi,0,189310,ちび
87676,orange_hair,0,188757,オレンジの髪
6107,blurry,0,186733,ぼやけた
384884,grin,0,184832,にっこり笑う
125238,sweatdrop,0,183914,汗滴
473983,clothes_lift,0,180831,洋服リフト
39127,black_dress,0,180427,黒のドレス
3198,scarf,0,180052,スカーフ
6346,cape,0,179107,ケープ
375002,white_thighhighs,0,177995,白ニーソックス
13199,black_eyes,0,177620,黒い目
413564,two-tone_hair,0,177573,ツートンヘア
590165,english_text,0,176369,英語テキスト
440465,speech_bubble,0,174933,吹き出し
719985,streaked_hair,0,174249,縞模様の髪
3796,bra,0,174110,ブラジャー
261,yuri,0,173747,ユリ
4659,armor,0,173212,鎧
393959,huge_breasts,0,172931,巨大な胸
6176,vest,0,172325,ベスト
379615,open_jacket,0,172212,オープンジャケット
4010,halo,0,171236,ヘイロー
511141,from_side,0,170900,側から
273,apron,0,170846,エプロン
682673,mosaic_censoring,0,168821,モザイク検閲
2060,feet,0,168107,足
470807,red_bow,0,167752,レッドボウ
475187,arm_up,0,167695,腕を上げる
374791,white_panties,0,165931,白いパンツ
6295,leotard,0,164592,レオタード
510962,character_name,0,164580,キャラクター名
5569,coat,0,164331,コート
547860,black_jacket,0,164106,黒ジャケット
10484,vaginal,0,163514,膣
9882,high_heels,0,163428,ハイヒール
14599,:o,0,161509,:o
4052,collar,0,157883,襟
399827,arms_up,0,157778,腕を上げる
3477,sweater,0,157546,セーター
11904,bracelet,0,155007,ブレスレット
490655,blue_sky,0,153281,青空
378032,flat_chest,0,153112,平らな胸
52138,twin_braids,0,153036,ツインブレイド
560958,dated,0,152997,日付付き
4152,uniform,0,151209,制服
381629,side_ponytail,0,150003,サイドポニーテール
1486996,animal_ear_fluff,0,148687,動物の耳の毛
390401,red_ribbon,0,148072,赤いリボン
395321,crop_top,0,147956,クロップトップ
464553,cup,0,147196,カップ
89368,aqua_eyes,0,146831,アクアアイズ
633894,dark-skinned_female,0,146761,肌の色が濃い女性
524961,black_shirt,0,146589,黒シャツ
515329,covered_nipples,0,143326,覆われた乳首
684639,puffy_short_sleeves,0,142595,パフィー半袖
551772,parted_bangs,0,142403,分け目のある前髪
822149,completely_nude,0,142366,完全に裸
428173,blue_skirt,0,142104,青いスカート
652604,two_side_up,0,142047,ツーサイドアップ
427008,fingernails,0,141611,爪
457408,black_pantyhose,0,141072,黒パンスト
464586,tree,0,140918,木
481846,hands_up,0,138918,手を挙げる
579466,looking_to_the_side,0,137447,横を向いている
1445905,v-shaped_eyebrows,0,137432,V字型の眉毛
89228,grey_eyes,0,136673,灰色の目
95405,orange_eyes,0,135596,オレンジ色の目
4311,legs,0,134873,脚
438623,neckerchief,0,134018,ネッカチーフ
479939,sleeves_past_wrists,0,131361,袖が手首より長い
1931,sketch,0,131099,スケッチ
389404,cat_tail,0,130241,猫のしっぽ
754325,groin,0,129422,鼠径部
537200,symbol-shaped_pupils,0,129300,シンボル型の瞳孔
416202,eyelashes,0,128622,睫毛
4867,wet,0,128093,濡れた
539584,fur_trim,0,127842,毛皮トリム
451371,see-through,0,127554,透けて見える
5501,lips,0,125983,唇
412078,wrist_cuffs,0,125676,手首カフス
709722,hand_on_own_hip,0,125620,自分の腰に手を当てる
128,loli,0,124937,ロリ
464572,pillow,0,122701,枕
431755,head_tilt,0,122394,頭を傾ける
589,gun,0,122390,銃
59,maid,0,122284,メイド
382397,strapless,0,122123,ストラップレス
10644,zettai_ryouiki,0,122114,絶対領域
1594634,clothing_cutout,0,121589,衣服の切り抜き
1390441,black_headwear,0,121530,黒い帽子
465277,plaid,0,120783,チェック柄
492223,bar_censor,0,120647,バー検閲
10923,torn_clothes,0,120399,破れた服
1277433,mole_under_eye,0,120358,目の下のほくろ
2335,fox_ears,0,120058,キツネの耳
28200,toes,0,119731,つま先
513475,multiple_views,0,119546,複数のビュー
494251,one-piece_swimsuit,0,118876,ワンピース水着
464535,book,0,118517,本
379475,sash,0,118038,サッシ
463173,maid_headdress,0,117701,メイドの頭飾り
407186,sleeveless_shirt,0,117558,ノースリーブシャツ
394174,short_shorts,0,117065,ショートパンツ
475418,bare_arms,0,116958,腕を露出
568880,sleeveless_dress,0,116615,ノースリーブドレス
1393877,feet_out_of_frame,0,116076,フレーム外の足
12552,pubic_hair,0,115896,陰毛
531371,gradient_background,0,115876,グラデーション背景
449676,ascot,0,115713,アスコット
494744,shiny_skin,0,115412,光沢のある肌
2687,v,0,115319,v
1128907,pokemon_(creature),0,115136,ポケモン_(生き物)
16718,black_panties,0,114889,黒いパンツ
358,cosplay,0,114264,コスプレ
464579,sparkle,0,114066,輝き
542846,no_humans,0,113058,人間がいない
529256,fake_animal_ears,0,112862,偽の動物の耳
465719,muscular,0,112819,筋肉質
13132,petals,0,111766,花びら
3314,kneehighs,0,111224,ニーハイソックス
469714,bare_legs,0,110989,裸足
2813,window,0,110493,ウィンドウ
5032,uncensored,0,110091,無修正
443395,thigh_strap,0,108401,太ももストラップ
1247160,black_bow,0,108215,ブラックボウ
389813,single_braid,0,107847,シングルブレイド
1269639,covered_navel,0,107348,覆われたへそ
202817,hoodie,0,106750,パーカー
467863,neck_ribbon,0,106611,ネックリボン
474500,black_ribbon,0,106604,ブラックリボン
600177,detached_collar,0,105572,取り外し可能な襟
391128,gradient_hair,0,105527,グラデーションヘア
1875867,upper_teeth_only,0,104994,上歯のみ
464584,tattoo,0,104884,入れ墨
375372,dutch_angle,0,104788,オランダの角度
1382794,black_choker,0,104672,黒チョーカー
8641,dress_shirt,0,104532,ドレスシャツ
395400,buttons,0,104413,ボタン
468554,double_bun,0,104209,ダブルバン
553142,blurry_background,0,103689,ぼやけた背景
7577,open_shirt,0,103344,オープンシャツ
1736,profile,0,102653,プロフィール
6028,sideboob,0,101878,サイドバスト
10447,kneeling,0,101731,ひざまずく
9312,makeup,0,100922,補う
2508,blood,0,100920,血
6536,bell,0,100549,ベル
7820,military,0,99708,軍隊
5126,hug,0,99630,ハグ
7926,saliva,0,99380,唾液
565513,floating_hair,0,98852,浮かぶ髪
94007,aqua_hair,0,98809,アクアヘア
1797,mask,0,98779,マスク
4108,pov,0,98619,視点
1094664,colored_skin,0,98305,有色人種の肌
444539,skindentation,0,98168,スキンデンテーション
457597,swept_bangs,0,98144,流し前髪
2217,anus,0,98073,肛門
411323,capelet,0,97674,ケープレット
9344,bodysuit,0,97474,ボディスーツ
427348,leaning_forward,0,97276,前傾姿勢
458933,facial_hair,0,97145,顔の毛
412555,4girls,0,96981,4人の女の子
377140,blue_dress,0,95763,青いドレス
3472,night,0,95699,夜
13176,shadow,0,95254,影
514890,black_pants,0,95223,黒パンツ
13853,pussy_juice,0,94927,プッシージュース
2585,bed,0,94748,ベッド
675314,copyright_name,0,93920,著作権名
390035,no_bra,0,93761,ノーブラ
374620,black_bikini,0,93679,黒ビキニ
5565,:3,0,93246,:3
3918,4koma,0,92575,4コマ
3449,heterochromia,0,91354,オッドアイ
460262,depth_of_field,0,91237,被写界深度
420531,nose_blush,0,90911,鼻が赤くなる
1345229,white_headwear,0,90842,白い帽子
503552,red_skirt,0,90543,赤いスカート
442167,alternate_hairstyle,0,90370,代替ヘアスタイル
546609,blue_bow,0,90316,青い弓
4009,turtleneck,0,90071,タートルネック
5832,fruit,0,89876,フルーツ
51528,fox_tail,0,89727,キツネのしっぽ
402217,^_^,0,88727,^_^
580545,blue_background,0,88552,青色の背景
511136,border,0,88504,国境
626,underboob,0,88422,アンダーバスト
8714,watermark,0,88371,透かし
10422,witch_hat,0,88359,魔女の帽子
465950,cum_in_pussy,0,88301,膣内射精
377844,siblings,0,88257,兄弟
436054,highleg,0,88254,ハイレグ
479563,low_twintails,0,88176,ローツインテール
387214,military_uniform,0,88136,軍服
419938,expressionless,0,87889,無表情
374938,frown,0,87756,しかめっ面
464534,bird,0,87300,鳥
1595,no_panties,0,87258,パンツなし
490999,on_bed,0,87165,ベッドの上
460802,rose,0,86971,薔薇
653206,one_side_up,0,86909,片面アップ
4075,cameltoe,0,86493,メコスジ
381555,headband,0,86459,ヘッドバンド
4320,glowing,0,86347,輝く
612641,black_shorts,0,86191,黒のショートパンツ
3988,scar,0,85680,傷跡
391680,horse_ears,0,85532,馬の耳
4528,bottomless,0,84868,底なし
258190,beret,0,84204,ベレー
11325,ocean,0,84168,海
1231230,side-tie_bikini_bottom,0,83802,サイドタイビキニボトム
478565,bed_sheet,0,83635,ベッドシーツ
375476,soles,0,83624,足の裏
10701,animal,0,83613,動物
1303252,brown_footwear,0,83548,茶色の履物
464808,holding_hands,0,83399,手を繋いで
421663,wavy_hair,0,83362,ウェーブヘア
446950,fangs,0,83325,牙
546821,halterneck,0,83212,ホルターネック
419309,thick_thighs,0,83015,太ももが太い
4244,leaf,0,82962,葉
464546,chain,0,82759,鎖
709734,playboy_bunny,0,82752,プレイボーイバニー
2279,headphones,0,82699,ヘッドフォン
4831,piercing,0,82187,ピアス
394222,arm_support,0,81973,アームサポート
444002,from_above,0,81395,上から
144876,embarrassed,0,81248,恥ずかしい
580232,white_jacket,0,80842,白ジャケット
698161,holding_sword,0,80551,剣を持っている
463397,white_socks,0,80206,白い靴下
534835,hair_intakes,0,79107,ヘアインテーク
377124,back,0,78990,戻る
499624,blush_stickers,0,78966,ブラッシュステッカー
375404,chinese_clothes,0,78938,中国の服
426936,white_bikini,0,78899,白ビキニ
1328533,ass_visible_through_thighs,0,78235,太ももからお尻が見える
3234,erection,0,78218,勃起
2993,phone,0,77823,電話
463179,no_shoes,0,77591,靴なし
481508,facial_mark,0,77562,顔のマーク
2904,chair,0,77402,椅子
450107,thick_eyebrows,0,77258,太い眉毛
418899,plaid_skirt,0,77244,チェック柄スカート
387991,abs,0,77016,腹筋
1915,umbrella,0,76782,傘
415974,looking_down,0,76733,下を向いて
2091,bandages,0,76312,包帯
2799,beach,0,76274,ビーチ
395448,thigh_boots,0,76160,サイハイブーツ
1288957,white_footwear,0,76087,白い靴
820510,horse_girl,0,76016,馬娘
688777,half-closed_eyes,0,75884,半目
442865,headgear,0,75848,ヘッドギア
3986,sandals,0,75623,サンダル
447393,on_side,0,75537,オンサイド
567316,6+girls,0,75465,6人以上の女の子
663669,female_pubic_hair,0,75433,女性の陰毛
1451588,muscular_male,0,75109,筋肉質な男性
476621,floral_print,0,74141,花柄
572731,heart-shaped_pupils,0,73919,ハート型の瞳孔
445388,bob_cut,0,73321,ボブカット
469652,garter_straps,0,73230,ガーターストラップ
436576,short_dress,0,73208,ショートドレス
8091,drill_hair,0,73194,ドリルヘア
541727,wariza,0,73178,割座
475775,arms_behind_back,0,72820,腕を背中に回す
5524,sunglasses,0,72805,サングラス
3920,obi,0,72527,帯
13227,happy,0,72523,ハッピー
634316,pectorals,0,72442,胸筋
389777,red_dress,0,72048,赤いドレス
419387,testicles,0,72016,睾丸
8830,shirt_lift,0,71578,シャツリフト
4207,eating,0,71456,食べる
572767,grabbing,0,71430,つかむ
484666,transparent_background,0,71418,透明な背景
400120,traditional_media,0,71390,従来メディア
584749,pink_background,0,71378,ピンクの背景
647551,flying_sweatdrops,0,70993,飛んだ汗滴
10231,mouth_hold,0,70701,口をくわえる
460404,stuffed_toy,0,70675,ぬいぐるみ
563478,dark-skinned_male,0,70557,肌の黒い男性
589398,hood_down,0,70183,フードダウン
492544,frilled_dress,0,70149,フリルドレス
465810,squatting,0,69991,しゃがむ
467856,clothes_pull,0,69767,服を引っ張る
477028,cleavage_cutout,0,69718,谷間カットアウト
520398,white_skirt,0,69566,白いスカート
3209,table,0,69436,テーブル
397327,blue_shirt,0,69364,青いシャツ
375176,crossed_arms,0,69341,腕を組んだ
1723,parody,0,69219,パロディー
468534,light_brown_hair,0,69189,ライトブラウンの髪
403649,thigh_gap,0,68904,太ももの隙間
574407,wavy_mouth,0,68694,口を波打たせる
420366,from_below,0,68637,下から
600250,hair_tubes,0,68156,ヘアチューブ
413672,leg_up,0,68113,脚を上げる
3949,ring,0,67951,指輪
1850,oral,0,67834,オーラル
609507,holding_food,0,67804,食べ物を持っている
466226,bound,0,67766,縛られた
385639,wolf_ears,0,67512,狼の耳
619736,blue_jacket,0,67177,海兵
8072,black_socks,0,66442,黒い靴下
2726,moon,0,66386,月
580738,black_hairband,0,66338,黒いヘアバンド
576310,white_flower,0,66300,白い花
2270,eyepatch,0,66095,眼帯
488167,scrunchie,0,66088,シュシュ
8831,skirt_lift,0,66052,スカートリフト
356542,sunlight,0,65746,日光
459291,standing_on_one_leg,0,65667,片足で立つ
701697,white_bow,0,65469,ホワイトボウ
2689,formal,0,65325,フォーマル
3593,topless,0,65318,トップレス
2716,cat,0,65240,猫
8068,demon_girl,0,65073,悪魔の少女
465046,cat_girl,0,65001,猫娘
413179,trembling,0,64935,震え
582201,mob_cap,0,64743,モブキャップ
6128,cardigan,0,64143,カーディガン
1556,backpack,0,63312,バックパック
425206,magical_girl,0,63303,魔法少女
3239,cellphone,0,63072,携帯電話
2770,pantyshot,0,62678,パンチラ
900563,own_hands_together,0,62432,一緒に手を取り合う
643561,eyes_visible_through_hair,0,62070,髪を通して見える目
465525,crossed_legs,0,61913,足を組んだ
419429,frilled_skirt,0,61747,フリルスカート
6364,grass,0,61552,草
470790,demon_horns,0,61440,悪魔の角
464903,crying,0,61407,泣いている
404507,sharp_teeth,0,61362,鋭い歯
7455,tank_top,0,61251,タンクトップ
3875,sleeping,0,61239,眠っている
1976,cover,0,61226,カバー
1801537,single_hair_bun,0,61221,シングルヘアのおだんご
487205,cloudy_sky,0,61186,曇り空
6059,blazer,0,60883,ブレザー
7952,suspenders,0,60726,サスペンダー
539837,high_ponytail,0,60681,ハイポニーテール
3649,helmet,0,60628,ヘルメット
10229,suit,0,60597,スーツ
14452,feathers,0,60497,羽毛
487156,3boys,0,60256,3人の男の子
461293,cum_on_body,0,59894,体に射精
10833,bottle,0,59721,ボトル
379915,stuffed_animal,0,59475,ぬいぐるみ
1337464,x_hair_ornament,0,59311,x_髪飾り
547073,underwear_only,0,59173,下着のみ
9354,bdsm,0,58821,BDSM
655303,fox_girl,0,58780,キツネの女の子
464573,plant,0,58741,植物
569748,black_background,0,58718,黒背景
498000,blue_ribbon,0,58682,ブルーリボン
507741,frilled_sleeves,0,58385,フリル袖
1533172,grabbing_another's_breast,0,58320,他人の胸を掴む
3474,portrait,0,58297,肖像画
9114,antenna_hair,0,58276,アンテナヘア
375459,looking_up,0,58263,見上げる
575982,light_smile,0,58195,ライトスマイル
375764,bara,0,57756,バラ
221,school_swimsuit,0,57727,スクール水着
462569,straddling,0,57688,またがる
4526,cross,0,57540,クロス
464588,hat_ribbon,0,57298,帽子のリボン
4474,fire,0,57160,火
464539,bug,0,56981,バグ
219401,denim,0,56921,デニム
4188,crown,0,56908,クラウン
431235,knee_boots,0,56879,ニーブーツ
463115,pink_bow,0,56865,ピンクの弓
466990,;d,0,56727,;d
492682,red_necktie,0,56695,赤いネクタイ
1297467,lifted_by_self,0,56386,自分で持ち上げた
516477,outstretched_arms,0,56344,伸ばした腕
8709,fellatio,0,56322,フェラチオ
429999,tiara,0,56273,ティアラ
5831,katana,0,55923,刀
14814,couple,0,55840,カップル
510254,breasts_out,0,55592,胸を露出
1836990,aged_down,0,55292,aged_down
589376,red_flower,0,55270,赤い花
432696,on_stomach,0,54906,お腹の上
1936,crossover,0,54877,クロスオーバー
611487,juliet_sleeves,0,54842,ジュリエットスリーブ
3846,robot,0,54583,ロボット
397117,curtains,0,54563,カーテン
489235,motion_lines,0,54552,モーションライン
413908,spiked_hair,0,54349,スパイクヘア
10707,sisters,0,54242,姉妹
645320,sex_from_behind,0,54218,後ろからのセックス
381279,girl_on_top,0,54215,上半身裸の女の子
464574,polka_dot,0,54155,水玉模様
16700,>_<,0,54150,>_<
515769,black_nails,0,54149,黒い爪
464565,knife,0,54048,ナイフ
15737,bat_wings,0,54015,コウモリの羽
521712,ear_piercing,0,53880,耳にピアスの穴を開ける
517832,outstretched_arm,0,53853,伸ばした腕
82326,?,0,53804,？
521420,slit_pupils,0,53772,スリット瞳孔
487562,wing_collar,0,53737,ウィングカラー
9714,bent_over,0,53651,かがんだ
403577,pointing,0,53548,ポインティング
319,lingerie,0,52820,ランジェリー
423613,animal_print,0,52678,動物柄
401137,clenched_teeth,0,52665,歯を食いしばる
1275600,bright_pupils,0,52480,明るい生徒
390594,red_shirt,0,52432,赤シャツ
302,elf,0,52282,エルフ
421662,5girls,0,52108,5人の女の子
3592,undressing,0,52035,脱衣
15764,striped_thighhighs,0,51920,ストライプのニーハイソックス
1388799,blue_sailor_collar,0,51535,青いセーラーカラー
395015,monster_girl,0,51174,モンスターガール
469701,rabbit_tail,0,51013,ウサギのしっぽ
374782,sneakers,0,51004,スニーカー
1314596,black_leotard,0,50899,黒レオタード
656169,hand_on_own_chest,0,50886,自分の胸に手を当てる
668761,white_border,0,50865,白枠
379387,t-shirt,0,50843,Tシャツ
516211,tassel,0,50706,タッセル
1008243,holding_gun,0,50609,銃を持つ
464713,head_wings,0,50590,ヘッドウィング
374979,all_fours,0,50589,四つん這い
479729,gem,0,50476,宝石
1568,yaoi,0,50394,やおい
683385,red_footwear,0,50318,赤い靴
631529,white_apron,0,50311,白いエプロン
4232,tan,0,50265,日焼け
537,bondage,0,50150,束縛
1281370,red_bowtie,0,50092,赤い蝶ネクタイ
15749,furry,0,50022,毛皮のような
452195,hair_bobbles,0,49996,ヘアボブル
458482,short_twintails,0,49918,ショートツインテール
401836,messy_hair,0,49904,乱れた髪
4850,lipstick,0,49860,口紅
515302,green_skirt,0,49844,グリーンスカート
2849,goggles,0,49836,ゴーグル
561547,shoulder_armor,0,49672,肩鎧
704500,holding_cup,0,49616,カップを持つ
12464,brooch,0,49532,ブローチ
464540,building,0,49394,建物
389882,group_sex,0,49139,グループセックス
2328,polearm,0,49125,ポールアーム
471601,black_bra,0,49002,黒ブラ
458223,horse_tail,0,48715,馬の尻尾
1019196,otoko_no_ko,0,48688,男の子
103483,fishnets,0,48602,網タイツ
4027,staff,0,48476,スタッフ
584911,shaded_face,0,48397,陰影のある顔
1463605,1other,0,48382,その他1件
526340,letterboxed,0,47799,レターボックス
401601,loafers,0,47782,ローファー
410004,crescent,0,47755,三日月
1710,towel,0,47644,タオル
478557,straight_hair,0,47579,ストレートヘア
594766,star_(sky),0,47531,星_(空)
405345,cherry_blossoms,0,47379,桜
415668,single_thighhigh,0,47212,シングルサイハイ
3046,kiss,0,47187,キス
674623,feathered_wings,0,47185,羽のついた翼
575322,clenched_hand,0,46937,握りしめた手
1865,bandaid,0,46933,バンドエイド
166531,pink_dress,0,46862,ピンクのドレス
534982,^^^,0,46548,^^^
1295582,strapless_leotard,0,46520,ストラップレスレオタード
5746,box,0,46473,箱
524399,hat_bow,0,46372,帽子の弓
4123,wind,0,46311,風
665452,facing_viewer,0,46277,対面ビューアー
611670,grey_shirt,0,46154,グレーのシャツ
647129,black_necktie,0,46085,黒ネクタイ
471498,multiple_tails,0,45875,複数の尾
448007,drooling,0,45873,よだれを垂らす
383830,no_pants,0,45838,パンツなし
547132,extra_ears,0,45819,余分な耳
1441877,eyewear_on_head,0,45801,頭に眼鏡をかける
380831,demon_tail,0,45745,悪魔のしっぽ
4275,steam,0,45715,スチーム
358992,bike_shorts,0,45638,バイクショーツ
593298,yellow_background,0,45624,黄色の背景
368,dog_ears,0,45612,犬の耳
428523,hooded_jacket,0,45542,フード付きジャケット
378850,armband,0,45527,腕章
464564,instrument,0,45386,楽器
2362,casual,0,45036,カジュアル
464542,butterfly,0,45017,蝶
465870,surprised,0,44986,驚いた
166133,night_sky,0,44928,夜空
7558,panty_pull,0,44831,パンティを引っ張る
390662,foreshortening,0,44673,短縮法
405311,sex_toy,0,44594,セックス玩具
446647,pale_skin,0,44564,青白い肌
12667,child,0,44490,子供
314230,breast_press,0,44420,胸を押す
427968,revealing_clothes,0,44396,露出度の高い服
3417,anal,0,44311,アナル
1416353,red_headwear,0,44263,赤い帽子
403060,gauntlets,0,44232,ガントレット
477288,white_ribbon,0,44232,白いリボン
4241,rope,0,44190,ロープ
395533,sheath,0,44034,シース
465152,china_dress,0,43954,チャイナドレス
1227044,ribbon_trim,0,43890,リボントリム
93927,pink_panties,0,43819,ピンクのパンティー
566918,adapted_costume,0,43812,適応衣装
467811,knees_up,0,43759,膝を上げる
670636,multicolored_clothes,0,43748,多色の服
447919,cover_page,0,43725,表紙
2252,candy,0,43633,あめ
466654,wristband,0,43498,リストバンド
